5.29934e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.91603e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.26050e+00,0.00000e+00,0.00000e+00,2.55553e-02
9.80580e-01,0.00000e+00,0.00000e+00,8.54902e-02
8.38126e-01,0.00000e+00,0.00000e+00,1.66037e-01
7.31510e-01,0.00000e+00,0.00000e+00,2.68102e-01
6.41241e-01,0.00000e+00,0.00000e+00,3.84674e-01
5.86283e-01,3.56180e-02,0.00000e+00,5.05760e-01
5.30310e-01,7.90852e-02,0.00000e+00,6.20660e-01
4.91091e-01,1.24701e-01,0.00000e+00,7.19873e-01
4.64053e-01,1.74674e-01,0.00000e+00,7.96439e-01
4.38756e-01,2.25378e-01,0.00000e+00,8.45896e-01
4.14631e-01,2.75664e-01,0.00000e+00,8.66368e-01
3.91628e-01,3.25769e-01,0.00000e+00,8.58415e-01
3.67877e-01,3.76324e-01,0.00000e+00,8.24938e-01
3.47642e-01,4.26853e-01,0.00000e+00,7.71020e-01
3.30371e-01,4.76723e-01,0.00000e+00,7.03839e-01
3.18625e-01,5.24967e-01,0.00000e+00,6.31610e-01
3.07178e-01,5.70667e-01,0.00000e+00,5.63251e-01
2.93107e-01,6.13510e-01,0.00000e+00,5.07760e-01
2.80041e-01,6.52551e-01,0.00000e+00,4.70941e-01
2.66142e-01,6.87246e-01,0.00000e+00,4.60635e-01
2.50616e-01,7.16542e-01,0.00000e+00,4.61031e-01
2.39569e-01,7.39267e-01,0.00000e+00,4.77376e-01
2.31732e-01,7.54909e-01,0.00000e+00,4.97423e-01
2.20231e-01,7.62989e-01,0.00000e+00,5.09782e-01
2.05426e-01,7.63380e-01,0.00000e+00,5.20007e-01
1.94964e-01,7.56388e-01,0.00000e+00,5.21691e-01
1.85272e-01,7.42635e-01,0.00000e+00,5.23165e-01
1.67205e-01,7.22933e-01,0.00000e+00,5.00077e-01
1.41642e-01,6.98467e-01,0.00000e+00,4.65701e-01
1.09957e-01,6.70856e-01,0.00000e+00,4.35443e-01
7.78089e-02,6.42083e-01,0.00000e+00,4.14403e-01
5.84569e-02,6.14370e-01,0.00000e+00,3.88660e-01
5.28560e-02,5.89945e-01,0.00000e+00,3.63133e-01
5.71641e-02,5.70687e-01,0.00000e+00,3.33642e-01
6.23334e-02,5.58102e-01,0.00000e+00,3.16004e-01
6.44863e-02,5.51067e-01,0.00000e+00,3.02148e-01
6.29440e-02,5.44941e-01,0.00000e+00,2.84829e-01
5.75919e-02,5.45689e-01,0.00000e+00,2.73357e-01
4.94147e-02,5.47106e-01,0.00000e+00,2.65744e-01
4.04254e-02,5.54741e-01,0.00000e+00,2.61195e-01
3.27827e-02,5.68083e-01,0.00000e+00,2.59442e-01
2.81485e-02,5.77627e-01,0.00000e+00,2.58593e-01
2.77474e-02,5.90175e-01,0.00000e+00,2.55645e-01
3.02684e-02,5.94531e-01,0.00000e+00,2.54827e-01
3.27917e-02,6.02854e-01,0.00000e+00,2.54293e-01
3.34353e-02,5.94334e-01,0.00000e+00,2.52035e-01
3.17327e-02,5.87414e-01,0.00000e+00,2.48133e-01
2.80565e-02,5.74852e-01,0.00000e+00,2.44023e-01
2.33484e-02,5.77252e-01,0.00000e+00,2.39349e-01
1.87997e-02,5.56689e-01,0.00000e+00,2.33991e-01
1.57345e-02,5.52652e-01,0.00000e+00,2.29927e-01
1.50499e-02,5.48263e-01,0.00000e+00,2.25662e-01
